theme,title,text
culture,путин поздравил композитора раймонда паулса с юбилеем,"президент россии владимир путин поздравил с 80-летием латвийского композитора раймонда паулса, отметил его уникальный дар и вклад в современную музыкальную культуру.  путин пожелал паулсу доброго здоровья, счастья, благополучия и новых успехов. паулс родился в 1936 году в риге. учился в музыкальной школе имени эмилса дарзиньша, позднее — в рижской консерватории по классу фортепиано. с 1964 по 1971 годы он руководил рижским эстрадным оркестром государственной филармонии. в 1972 году основал эстрадный ансамбль ""модо"". паулс написал для аллы пугачевой ставшие суперхитами песни ""маэстро"", ""старинные часы"", ""миллион алых роз"", ""без меня"". также маэстро работал с валерием леонтьевым, лаймой вайкуле и другими эстрадными звездами."
culture,певец пласидо доминго подпишет именную звезду для аллеи славы в москве,"испанский тенор пласидо доминго подпишет именную звезду для аллеи славы в москве. ""vegas крокус-сити открывает 2016 год с подписи новой звезды для ""аллеи славы"". всемирно известный артист пласидо доминго (placido domingo), один из наиболее ярких оперных певцов в истории, а также уважаемый дирижер подпишет собственную именную звезду на times square"", — сообщает организатор концерта певца. доминго выступит с концертом в москве 14 января в ""крокус-сити-холле"" накануне своего 75-летия. в концерте также примут участие оперные примы эйнджел блю и микаэла оэсте и концертный симфонический оркестр московской консерватории. накануне концерта певец рассказал риа новости, что не прочь снова оказаться на сцене вместе с дмитрием хворостовским, а также признался в любви к санкт-петербургу и блинам с икрой. доминго родился 21 января 1941 года в мадриде. его дебют на сцене состоялся в 1959 году в teatro degollado в гвадалахаре. среди прочего, он пел в ""риголетто"" и ""диалогах кармелиток"". первая сольная партия доминго — альфредо в ""травиате"" на сцене театра монтеррея."
culture,в москве пройдет панихида в день памяти оперной певицы образцовой,"в день памяти выдающейся певицы елены образцовой 12 января на новодевичьем кладбище будет отслужена панихида, сообщили риа новости в фонде образцовой. начало богослужения в 12.00. ""12 января — очень грустный для нас день — исполняется год, как не стало с нами елены васильевны, — сказала риа новости директор фонда наталья игнатенко. — и мы пригласили отца михаила из храма христа спасителя, который был с нами все прощальные дни — на отпевании елены васильевны, служил на 9 и 40 дни. и в день памяти он отслужит панихиду на ее могиле"". по словам игнатенко, в этот день на новодевичьем соберутся родные, близкие друзья, коллеги и ученики образцовой. приедут помянуть елену васильевну ее сестры ирина и зинаида. 12 января по каналу ""культура"" будет транслироваться первый оперный бал елены образцовой, на котором состоялся последний выход на сцену великой певицы современности. ""в день памяти по старому стилю — это будет 25 января, мы проводим ""оперный класс"" в честь елены образцовой в большом зале московской консерватории, — сказала игнатенко. — это дань благодарной памяти великой певице и педагогу от ее друзей, партнеров, учеников и лауреатов конкурса образцовой"". в программе концерта — музыка четырех веков истории оперы — от глюка до берстайна. в числе исполнителей: выдающиеся мастера народные артисты ссср маквала касрашвили и зураб соткилава, народная артистка россии хибла герзмава, а также студенты московской консерватории, лауреаты вокальных конкурсов образцовой и артисты молодежной оперной программы большого театра. концерт пройдет в сопровождении московского камерного оркестра musica viva александра рудина при участии хора оперного театра московской консерватории. за дирижерским пультом в этот вечер — василий валитов."
culture,композитору раймонду паулсу исполняется 80 лет,"известному латвийскому композитору раймонду паулсу во вторник исполняется 80 лет. свой юбилей паулс планирует встретить в риге в кругу близких людей. паулс родился в 1936 году в риге. учился в музыкальной школе имени эмилса дарзиньша, позднее — в рижской консерватории по классу фортепиано. с 1964 по 1971 годы он руководил рижским эстрадным оркестром государственной филармонии. в 1972 году основал эстрадный ансамбль ""модо"". паулс написал для аллы пугачевой ставшие суперхитами песни ""маэстро"", ""старинные часы"", ""миллион алых роз"", ""без меня"". также маэстро работал с валерием леонтьевым, лаймой вайкуле и другими эстрадными звездами. после распада ссср композитор занимал пост министра культуры латвии, а в 1999 году баллотировался на пост президента республики. музыкант известен также как инициатор международных конкурсов молодых исполнителей популярной музыки ""юрмала"" и ""новая волна""."
culture,пол маккартни: дэвид боуи оказал колоссальное влияние на людей,"дэвид боуи сыграл значительную роль в истории британской музыки и оказал колоссальное влияние на людей во всем мире, заявил пол маккартни в связи с кончиной легендарного музыканта, певца и актера. ""дэвид был великой ""звездой"", и я дорожу всеми моментами, которые мы провели вместе"", — говорится в заявлении маккартни, размещенном на его сайте вместе с фотографий, на которой он в обнимку с боуи запечатлен в 1985 году. ""его музыка сыграла огромную роль в истории британской музыки, и я уверен – он оказал колоссальное влияние на людей во всем мире"", — отметил маккартни.  вдова джона леннона 82-летняя йоко оно написала в твиттере, что боуи был очень близким другом ее семьи. ""у нас с джоном было немного друзей, и дэвид был близок для нас, как член семьи"", — написала она."
culture,последний альбом дэвида боуи возглавил хит-парад великобритании,"последний альбом британского певца дэвида боуи, о смерти которого стало известно в понедельник, возглавил хит-парад британской музыки official charts. состоящий всего из семи композиций 25-й альбом певца вышел в пятницу — день его 69-летия — и за два дня до смерти. боуи умер на 70-м году жизни после полутора лет борьбы с раком. ""в то время как сегодня утром всех ошарашила печальная новость о смерти дэвида боуи, новый альбом культового певца blackstar взобрался на первую строчку чарта на этой неделе"", — сообщается на сайте official charts company, отвечающей за составление музыкальных хит-парадов в великобритании. на данный момент продано более 43 тысяч экземпляров альбома, что на 25 тысяч больше, чем у ближайшего конкурента. чарт подчеркивает, что альбом еще до объявления о смерти певца ""был на пути к первому месту… и почти точно станет десятым альбомом боуи, возглавившим чарт"". при этом компания ожидает, что в хит-парад могут войти несколько других альбомов певца в связи с желанием фанатов почтить таким образом его память. ""боуи записал столько великолепных альбомов, постоянно изобретая себя заново, что у каждого есть свои фавориты, и фанаты, конечно, вспоминают об этом колоссальном вкладе в поп-музыку, покупая эти культовые творения"", — заявил исполнительный директор компании мартин талбот. последний альбом боуи был высоко оценен критиками. журнал rolling stone охарактеризовал blackstar как ""лучший антипоп-музыкальный шедевр боуи с семидесятых годов"". "
culture,"фильм ""время первых"" продолжит снимать режиссер дмитрий киселев","у фильма ""время первых"" о выходе первого человека в открытый космос сменился режиссер, им стал дмитрий киселев. дата выхода картины в российский прокат, намеченная на октябрь 2016 года в связи с этим не изменится, сообщили в пресс-службе кинокомпании bazelevs. режиссер юрий быков, сняв все сцены фильма, разворачивающиеся на земле, покинул проект, который продюсируют тимур бекмамбетов и актер евгений миронов. съемки космических сцен продолжит дмитрий киселев, давно сотрудничающий с компанией bazelevs. ""в начале сентября мы закончили съемки ""земных"" сцен фильма, всего, что относилось к предполетной истории космонавтов алексея леонова и павла беляева. по хронометражу это – две трети фильма. получился хороший драматичный материал, но теперь нам предстоят самые сложные в технологическом плане космические сцены, которые и делают ""время первых"" зрелищным фильмом-катастрофой"", — цитирует пресс-служба миронова. в основу сценария легла история полета космического корабля ""восход-2"" 18 марта 1965 года, который завершился выходом леонова в открытый космос, обстоятельства которого долгое время оставались засекреченными. если верить хронике, леонов благополучно без происшествий вернулся на корабль, но на самом деле все обстояло иначе — начиная от деформации скафандра и заканчивая экстренной посадкой в ручном режиме. по словам тимура бекмамбетова решение привлечь на космический блок другого режиссера, тяготеющего к экшн-фильмам, у продюсеров было обоюдным. дмитрий киселев сотрудничает с кинокомпанией тимура бекмамбетова с 1997 года: он был режиссером монтажа фильмов ""ночной дозор"" и ""дневной дозор"". в 2007 году киселев был удостоен премии ""золотой орел"" в номинации ""лучший монтаж"" за фильм ""дневной дозор"". в 2008 году дмитрий стал режиссером второй съёмочной группы на экшне ""особо опасен"" с участием анджелины джоли, джеймса макэвоя, моргана фримана и константина хабенского. в соавторстве с александром войтинским киселев снял приключенческий экшн ""черная молния"". он также известен как соавтор комедии ""джентльмены, удачи!"", режиссёр новелл для всех частей новогодней франшизы ""елки"" и сериала ""лондонград"". планируется, что фильм ""время первых"" будет выпущен в формате 3d осенью 2016 года."
culture,американский актер стивен сигал получил гражданство сербии,"известный американский актер стивен сигал получил гражданство сербии, говорится в сообщении сербского официального публикатора ""службени гласник"". ""сигал стивен фредерик, гражданин соединенных штатов америки, родившийся 10 апреля 1952 года в американском штате мичиган (лансинг, ингхэм), принимается в гражданство сербии"", — говорится в документе. решение о предоставлении гражданства подписано председателем сербского правительства александром вучичем и датировано 8 января 2016 года. сигал за последние месяцы дважды посещал сербию, встречаясь с руководством страны. он также общался с детьми, представителями полиции, выступал со своей музыкальной группой на уличном концерте в белграде в канун нового года. в ходе этих визитов сигал сделал и несколько заявлений политического характера, в том числе, что сербия в новейшей истории претерпела несправедливость, и что в сша существуют предрассудки в отношении сербов и ошибочные представления по поводу событий в этой стране в 1990-х годах."
culture,штайнмайер: дэвид боуи был исключительным художником,"глава мид фрг франк-вальтер штайнмайер потрясен кончиной британского поп-музыканта и актера дэвида боуи, который на протяжении поколений воплощал собой музыкальный авангард. об этом министр заявил в понедельник в берлине, его слова приводятся в специальной рассылке мид фрг. официальные представители боуи в понедельник сообщили, что музыкант скончался в возрасте 69 лет после 1,5 лет борьбы с раком. ""с большим потрясением я узнал о смерти дэвида боуи. с дэвидом боуи мир теряет исключительного художника, который больше, чем любой другой, на протяжении поколений воплощал собой музыкальный авангард"", — сказал штайнмайер.  по словам штайнмайера, в 2014 году в берлине прошла выставка боуи, на которой глава мид ""говорил о политическом значении творчества"" скончавшегося от рака музыканта. говорить об этом, по словам министра, позволяет тот факт, что в 1970 годах боуи находился в немецкой столице и записал на легендарной hansa studios песню heroes – ""дань берлину в разгар холодной войны и саундтрек разделенного города"". "
culture,представитель: пласидо доминго не собирается получать гражданство рф,"знаменитый испанский оперный певец пласидо доминго не собирается получать российское гражданство, так как остается верен своей родине, сообщили риа новости в понедельник в агентстве a-promo, которое организует концерт тенора в москве. ранее в сми сообщалось, что приехавший в россию доминго заявил, что не против получить российский паспорт. ""вопрос звучал так – ""сейчас среди иностранцев популярно получать российское гражданство, не планирует ли доминго сделать также?"", на что маэстро сначала шуткой ответил, что да, конечно, но потом сказал, что если серьезно, то он родился в испании, он испанец, но очень при этом любит россию"", — сказал собеседник агентства. доминго выступит с концертом в москве 14 января в ""крокус сити холле"" накануне своего 75-летия. накануне концерта певец рассказал в интервью риа новости, что не прочь снова оказаться на сцене вместе с дмитрием хворостовским, а также признался в любви к санкт-петербургу и блинам с икрой."
culture,умер один из самых известных музыкантов хх века дэвид боуи," в понедельник из лондона пришла печальная весть — на 70 году жизни скончался легендарный музыкант, певец и актер дэвид боуи. последние полтора года музыкант боролся с раком, а несколько дней назад, 8 января, в день своего рождения выпустил, как оказалось, свой последний альбом — blackstar. смерть боуи, оказавшего огромнейшее влияние на музыку хх века, стала одной из главных новостей не только в британских, но и в мировых сми. свои соболезнования в связи с кончиной артиста выражают не только его фанаты, но и музыканты, исполнители, актеры, политики из разных стран мира. первая громкая утрата 2016 года как сообщили в понедельник официальные представители певца, дэвид боуи  (настоящее имя дэвид роберт джонс) умер в кругу семьи, ""после бесстрашной борьбы с раком на протяжении восемнадцати месяцев"". новость о кончине музыканта стала одной из главных не только в британских, но и в мировых сми. поклонники дэвида боуи оставляют цветы и свечи у дома в лондонском районе брикстон, в котором прошло детство легендарного музыканта. к цветам скорбящие фанаты прикрепляют записки: ""покойся с миром, дэвид боуи, мы будем любить тебя вечно"", ""он ушел, но не будет забыт. прощай, герой"". известие о смерти стало неожиданным, так как всего несколько дней назад, 8 января, в день рождения музыканта свет увидела последняя студийная пластинка боуи под названием blackstar.  гений музыкальной культуры дэвид боуи был гением поп-культуры и ее главным идеологом, заявил риа новости российский музыкальный критик артемий троицкий. "
culture,иеромонаху фотию не запрещали участвовать в фестивале григория лепса,"иеромонах фотий (мочалов), лауреат четвертого сезона российского телевизионного шоу ""голос"", рассказал риа новости, что не смог принять участие в проходившем 7 января в сочи фестивале своего наставника григория лепса по причине занятости на праздничных рождественских богослужениях в свято-пафнутиевом боровском монастыре. ранее сми сообщили, что причиной отказа фотия от участия в фестивале мог стать запрет со стороны духовенства. ""мне не запрещали участвовать в выступлениях — во время концерта, который проходил на рождество на ""розе хутор"", мне нужно было находиться в монастыре и петь в хоре, поскольку я певчий хора и не лишний, в общем-то, человек в нашем составе. я должен был участвовать в праздничном богослужении, петь и служить потом на поздней литургии праздника рождества христова"", — рассказал иеромонах. он добавил, что к нему поступает очень много предложений от различных людей и организаций — ""все хотят моего участия, не только светские организаторы концертов, но и представители церковных фестивалей хотят меня услышать в разных городах"". фотий подчеркнул, что ему в том числе поступило приглашение выступить вместе с хором московского сретенского монастыря. ""пока что все в тумане, неизвестно, но я думаю, что все-таки найдется какое-то согласие (со стороны церковного руководства — ред.), потому что в этом ничего такого предосудительного нет, и я думаю, что все решаемо"", — считает победитель ""голоса"". после победы в телешоу иеромонаха фотия поздравил патриарх московский и всея руси кирилл. по словам предстоятеля русской православной церкви, ""предприятие с самого начала было весьма спорным и даже… опасным для монаха, потому что эстрада и монашеское призвание как бы несовместимы"". но результат, считает первоиерарх, ""на удивление, оказался положительным… и для отца фотия, и для всех, кто его слушал и кто его полюбил"". вокальное телевизионное шоу ""голос"" стартовало в эфире первого канала в октябре 2012 года и сразу стало популярным среди телезрителей. проект является российской адаптацией оригинального формата the voice, впервые появившегося в 2010 году на голландском тв."
culture,известные люди со всего мира отметили незаурядный талант боуи,"музыканты, исполнители, актеры, политики из разных стран мира в своих заявлениях по поводу ухода из жизни дэвида боуи отметили уникальный и вдохновляющий талант легендарного британского рок-музыканта. американский рок-вокалист, один из основателей группы the stooges игги поп, проводивший много времени в компании боуи, назвал его ""лучшим из всех"". ""дружба с дэвидом была светом моей жизни. я никогда не встречал такого выдающегося человека"", — говорится в сообщении на официальном аккаунте игги попа в twitter.   message from iggy: ""david’s friendship was the light of my life. i never met such a brilliant person. he was the best there is. — iggy pop"" — iggy pop (@iggypop) 11 января 2016  голливудский актер рассел кроу после сообщений о кончине музыканта признался в любви к его творчеству. ""я любил твою музыку. я любил тебя"", — написал он на своей страничке в twitter, назвав музыканта ""одним из величайших, когда-либо живших художников в области перформанса"". ""я опустошена. ушла легенда"", — написала на своей странице в twitter популярная певица шер. дарование британского музыканта отметил и американский рэпер канье уэст. ""дэвид боуи был одним из самых главных моих источников вдохновения, такой бесстрашный, такой творческий, он дал нам волшебство целой жизни"", — написал он на своей страничке в twitter. знаменитый мексиканский режиссер гильермо дель торо в своем twitter написал, что боуи ""навсегда изменил мир"".   david bowie was one of my most important inspirations, so fearless, so creative, he gave us magic for a lifetime. — kanye west (@kanyewest) 11 января 2016  лидер американской группы limp bizkit фред дерст в память о почившем музыканте поставил на аватар в своем аккаунте twitter его фотографию. американский актер джозеф гордон-левитт процитировал в своем twitter строчку из композиции eight line poem. ""дэвид боуи был настоящим новатором, по-настоящему креативным. пусть он покоится с миром"", — написал в своем twitter американский певец, продюсер и композитор фаррелл уильямс.   ""but the key to the city is in the sun that pins the branches to the sky…"" #davidbowie — joseph gordon-levitt (@hitrecordjoe) 11 января 2016  также некоторые политики в разных странах мира сказали о музыкальном «гении» боуи. ""дэвид боуи: артист вне нормы со множеством лиц, который произвел революцию в музыке. герой рока, который неизменно заставлял нас трепетать"", — написал французский премьер мануэль вальс на своей странице в twitter. дань легендарному музыканту отдал в своем микроблоге и глава папского совета по культуре, известный богослов джанфранко равази, процитировав слова одной из самых известных композиций музыканта space oddity. в мид германии отметили роль британского музыканта в истории страны. ""прощай, дэвид боуи. теперь ты среди героев. спасибо, что помог нам сломать стену"", — говорится в заявлении мид, размещенном на официальном аккаунте ведомства в twitter. в 1976-79 годы дэвид боуи записал свою знаменитую ""берлинскую трилогию"": альбомы low, heroes и lodger в студии прямо у берлинской стены. "
culture,"лядова, шагин и ходченкова сыграют в новом фильме германа-младшего","актеры елена лядова, антон шагин и светлана ходченкова сыграют в фильме ""довлатов"" режиссера алексея германа-младшего, сообщает в понедельник компания ""сага фильм"", которая занимается продюсированием проекта. сюжет картины охватывает несколько дней из жизни писателя сергея довлатова в 1971 году. замыслу проекта уже более трех лет, все это время герман-младший занимается сбором исторического материала в архивах, ведет переговоры и консультации с семьей довлатова, которая знает о проекте и поддерживает идею его создания.  специально для встречи со съемочной группой проекта в санкт-петербург из сша впервые за восемь лет приехала семья режиссера. дочь писателя катерина довлатова и вдова елена довлатова на протяжении нескольких лет ведут переговоры с германом-младшим и принимают активное участие в подготовке к съемкам."
culture,поклонники боуи увидели скрытые смыслы в его последнем альбоме,"поклонники дэвида боуи, узнав в понедельник о его кончине, увидели скрытые смыслы в последнем альбоме легендарного музыканта blackstar. состоящий всего из семи композиций 25-й альбом певца, вышедший в пятницу — день его 69-летия — и за два дня до смерти, стал единственным, на обложке которого нет портрета автора. вместо лица боуи альбом украшает черная звезда. наибольшее внимание фанатов привлекает cингл ""лазарь"" (lazarus), названный по имени библейского персонажа, воскрешенного христом спустя несколько дней после смерти. некоторые строки песни, а также клип, весь в темных тонах, главный герой которого – слепец с повязкой на глазах – очень символичны, отметили поклонники. заключительная композиция альбома ""я не могу все отдать"" (i can""t give everything away) также привлекла пристальное внимание фанатов. "
culture,сми: фанаты боуи оставляют цветы и свечи у дома музыканта в лондоне,"поклонники дэвида боуи, о кончине которого стало известно в понедельник, оставляют цветы и свечи у дома в лондонском районе брикстон, в котором прошло детство легендарного музыканта, сообщило британское агентство press association. к цветам скорбящие фанаты прикрепляют записки: ""покойся с миром, дэвид боуи, мы будем любить тебя вечно"", ""он ушел, но не будет забыт. прощай, герой"". боуи умер в возрасте 69 лет после полутора лет борьбы с раком. песни под гитару, свечи и цветы – мир прощается с музыкантом дэвидом боуи. смотрите видео >> "
culture,"дэвид кэмерон считает кончину боуи ""прощанием с юностью""","премьер-министр великобритании дэвид кэмерон назвал музыканта дэвида боуи, о кончине которого было объявлено в понедельник, ""мастером перевоплощений"", и признался, что вырос, слушая его музыку. ""я вырос, слушая и смотря на гения поп-музыки дэвида боуи. он был мастером перевоплощений, и при этом умел всегда делать это правильно. огромная потеря"", — написал кэмерон в своем микроблоге в twitter.   i grew up listening to and watching the pop genius david bowie. he was a master of re-invention, who kept getting it right. a huge loss. — david cameron (@david_cameron) 11 января 2016  свои соболезнования в связи с кончиной боуи выражают многие британские звезды. один из самых пронзительных ""твитов""-прощаний боуи посвятил певец марк алмонд. ""я не так часто по-настоящему плачу, когда умирают артисты, но тут я в отчаянии. он значил так много. до свидания, дэвид боуи и наша юность. мы любили тебя"", — написал певец.   it's not often i truly cry at the loss of an artist but i'm devastated. he meant so much. goodbye david bowie and our youth. we loved you. x — marc almond (@marcalmond) 11 января 2016  еще через минуту он написал: ""никогда не будет никого, кто будет сравним с ним. это слишком трудно. не могу принять это. черный день"". ""почти в слезах от внезапных новостей о кончине дэвида боуи"", — написал рок-музыкант билли айдол.   nearly brought to tears by sudden news of @davidbowiereal david bowie's passing rip — billy idol (@billyidol) 11 января 2016  ""я безутешна. этот великий артист изменил мою жизнь! это был первый концерт, который я видела в детройт"", — написала на своей страничке в социальной сети instagram популярная певица мадонна. певица добавила: ""талантливый. уникальный. гениальный. в корне изменивший все: человек, который упал (с небес) на землю. твой дух будет жить вечно"".   talented. unique. genius. game changer. the man who fell to earth. your spirit lives on forever! 🙏🏻❤️ #rebelheart pic.twitter.com/k3k3lfl3bv — madonna (@madonna) 11 января 2016  сын боуи, кинорежиссер данкан джонс, признался, что ему очень тяжело говорить о смерти отца. ""очень грустно говорить, что это правда"", — написал в своем twitter сын боуи.   very sorry and sad to say it's true. i'll be offline for a while. love to all. pic.twitter.com/kh2fq3tf9m — duncan jones (@manmademoon) 11 января 2016  британский астронавт тим пик, находящийся в настоящий момент на мкс, также почтил память боуи в twitter. ""был огорчен, узнав, что дэвид боуи скончался от рака. его музыка была источником вдохновения для многих"", — написал он. ""никогда не представлял себе мира без него. он поднялся в космос, откуда когда-то пришел. прощай, дэвид боуи"", — написал популярный британский актер элайджа вуд.   never imagined a world without him. he has ascended into the cosmos from whence he came. farewell, david bowie — elijah wood (@elijahwood) 11 января 2016  легендарный рок-музыкант дэвид боуи умер в возрасте 69 лет после полутора лет борьбы с раком. "
culture,троицкий: боуи был гением музыкальной культуры,"британский музыкант дэвид боуи, ушедший из жизни в возрасте 69 лет, был гением поп-культуры и ее главным идеологом, заявил риа новости российский музыкальный критик артемий троицкий. боуи умер в кругу семьи, ""после бесстрашной борьбы с раком на протяжении восемнадцати месяцев"", об этом в понедельник сообщили его официальные представители. ""если говорить о роли дэвида боуи в мировой музыкальной культуре, никакие комплименты и хваления не будут слишком преувеличены, поскольку боуи действительно гений поп-культуры, главный ее идеолог последних 45 лет. удивительный человек с невероятной творческой интуицией и невероятно острым умом. можно быть гениальным музыкантом и совершенно недалеким человеком, история знает немало тому примеров… боуи был артистом-интеллектуалом, он продвинул музыкальную культуру вширь и вглубь, создал то, чего до него вообще не было"", — сказал троицкий. по словам собеседника агентства, боуи ""фактически придумал всю визуальную сторону поп- и рок-музыки"". ""до него не было ни костюмов, ни театрализации, ни мейк-апа, ничего, что называется сейчас пошлым словом ""шоу"". он дал поп-музыке визуальное измерение, и в чисто музыкальном отношении очень много чего создал. боуи создавал тренды и направления, и никогда не зацикливался на своих собственных достижениях, а всегда шел вперед, даже если это грозило ему потерей поклонников. настоящий революционер, и второго такого, бесспорно, не будет"", — пояснил он. ""милейший человек"" троицкий рассказал, что познакомился с британским музыкантом в париже в 1991 году, после чего они довольно много общались. по его словам, боуи был человеком фантастически одаренным и ""милейшим, в отличие от подавляющего большинства знаменитостей"". ""он был очень мил, абсолютно лишен самодовольства, надменности, не строил барьеров между собой и собеседником, не ставил себя выше. с ним всегда было интересно общаться — заслушаться можно было. боуи интересовался самой разной музыкой, а еще он очень любил современное искусство и коллекционировал его"", — добавил собеседник агентства. ""я его еще не расслушал как следует, но если предыдущий альбом был с уклоном в ретро, то этот альбом мне показался очень цельным и очень новым для него по звучанию. эту странную музыку, которую он придумал, я бы охарактеризовал как джаз-металл"", — подытожил троицкий. "
