,text,theme,title
764,"россия уверена в разработанной вакцине против вируса эбола и готова участвовать в сравнительных исследованиях с американской вакциной в гвинее, сообщила в пятницу глава российского минздрава вероника скворцова. всемирная организация здравоохранения, накануне объявившая о прекращении эпидемии вируса эболы в западной африке, уже в пятницу сообщила о новом случае заболевания в сьерра-леоне. разработка вакцины в понедельник 11 января президент рф владимир путин на встрече с членами правительства объявил, что в россии создана вакцина от лихорадки эбола, которая гораздо эффективнее применяемых сейчас препаратов.  министр здравоохранения россии вероника скворцова сообщила, что существует две вакцины против лихорадки эбола, обе были произведены в федеральном центре эпидемиологии и микробиологии имени гамалея, а испытания препаратов проводились совместно с министерством обороны рф. одна из вакцин подходит для людей с иммунодефицитом, обеспечивая активацию клеточного иммунитета более чем в 35 раз. ""что касается российской вакцины, то мы приветствуем любое новое достижение, которое поможет нам бороться с этим заболеванием"", — сказал бреннан. вспышка лихорадки эбола была зафиксирована в феврале 2014 года в гвинее, затем вирус распространился на соседние сьерра-леоне и либерию. всего с начала эпидемии в трех этих странах от болезни скончались более 11 тысяч человек, а более 28 тысяч заразились опасным вирусом. ",society,россия уверена в своей вакцине против эболы
765,"более 30 тысяч подарков для стариков, детей-инвалидов, многодетных семей, тяжелобольных и бездомных удалось собрать за время проведения акции ""дари радость на рождество"", сообщила в пятницу православная служба помощи ""милосердие"". ""все святки наши добровольцы, сотрудники, сестры милосердия развозят подарки подопечным, и все эти дни мы слышим слова благодарности за то внимание, которого обычно так не хватает людям в беде"", приводит пресс-служба слова руководителя благотворительных программ ""милосердия"" владлены калашниковой. по словам организаторов, особенной популярностью пользовались подарки для детей, бездомных и пожилых подопечных службы ""милосердие"". они также отметили, что в акции приняли активное участие не только частные лица, но и крупные компании, которые в течение декабря собирали подарки в своих офисах. кроме подарков на рождество, неравнодушными людьми было собрано более 90 тысяч рублей. в службе помощи уточнили, что эти средства ""будут направлены на покупку подарков для детей из многодетных семей"", которым помогает ""милосердие"". акция «дари радость на рождество» проводится православной службой с 2011 года, в ней традиционно принимают участие десятки тысяч людей. в этом году подарки для нуждающихся собирали жители 15 городов, в том числе перми, твери, новосибирска, екатеринбурга, томска, бобруйска, ярославля, ижевска, владивостока, витебска и цхинвала. информационную поддержку мероприятия осуществлял первый канал.",society,"на рождество служба  ""милосердие"" подарила нуждающимся тысячи подарков"
766,"прокладка второй волоконно-оптической линии связи (волс) в крым со стороны россии может быть завершена к 2017 году, заявил глава минкомсвязи рф николай никифоров. ""к 2017 году, думаю, полностью уже проложим второй подводный кабель другим маршрутом, со стороны россии, и будем всячески поощрять конкуренцию"", — сказал никифоров в интервью телеканалу ""россия 24"".  по словам министра, за 2016 год планируется полностью покрыть территорию крымского федерального округа услугами 3g. будет развиваться и сеть связи четвертого поколения. он также напомнил, что в конце прошлого года на полуострове был запущен второй оператор сотовой связи — севастопольский ""севтелеком"". до этого в крыму работал единственный российский сотовый оператор — ""к-телеком"" (бренд win mobile). в начале 2016 года, по словам министра, планируется запуск еще двух операторов — севастопольского и крымского. ""таким образом, там создается нормальный современный конкурентный рынок мобильных операторов"", — заключил глава минкомсвязи. подробнее о новостях крыма — на crimea.ria.ru>>",society,прокладку подводной линии связи в крым хотят завершить к 2017 году
767,"вице-премьер рф ольга голодец поручила министру образования дмитрию ливанову обеспечить формирование национальной системы учительского роста, направленной на установление педагогической компетенции, в том числе с учетом мнения выпускников, сообщается на сайте кабмина в пятницу. ""обеспечить формирование национальной системы учительского роста, направленной, в частности, на установление для педагогических работников уровней владения профессиональными компетенциями, подтверждаемыми результатами аттестации, а также на учёт мнения выпускников общеобразовательных организаций, но не ранее чем через четыре года после окончания ими обучения в таких организациях, предусмотрев издание соответствующих нормативных правовых актов"", — говорится в сообщении.  также ряду ответственных ведомств поручено разработать и реализовать программы, которые предоставляют учащимся возможность одновременно с получением среднего общего образования пройти профессиональную подготовку по выбранным ими профессиям. ливанову также поручено разработать меры, направленные на совершенствование уровня образования, которые будут учитывать современные достижения науки и технологий, а также запросы самих учащихся и общества. такие указания даны во исполнение поручений президента рф по итогам заседания госсовета 23 декабря 2015 года, касающегося вопросов совершенствования системы общего образования.",society,минобрнауки россии сформирует национальную систему учительского роста
768,"при снегопадах региональным и местным трассам должно уделяться больше внимания, считает глава мчс россии владимир пучков. министр прибыл в смоленскую область, где проверил состояние федеральной трассы москва-смоленск, а также оснащенность и готовность подразделений мчс и других служб к действиям при сложных погодных условиях. пучков также оценил работу всех служб региона во время недавнего снегопада, вызванного циклоном. он напомнил, что в новогодние праздники во многих регионах россии были сложные погодные условия. ""был организован контроль за трассами, проведена большая профилактическая работа, организовано взаимодействие с полицией, медицинской службой, с дорожными службами. это позволило пройти период сложных погодных условий без больших потерь"", — сообщил министр. в то же время он признал, что в ряде регионов были недоработки на местах. ""отдельные руководители недооценили важность профилактической работы, несвоевременно доводили прогноз до дорожных служб и гибдд, несвоевременно принимали меры по расчистке дорог, не все потенциально опасные участки были прикрыты"", — сказал глава мчс. он добавил, что региональным и местным автодорогам уделяется недостаточно внимания. ""это самое узкое место"", — считает пучков.",society,пучков призвал при снегопадах уделять больше внимания местным трассам
769,"депутат красноярского горсовета константин сенченко заявил, что не давал интервью телеканалу ""грозный"", в котором извиняется за резкое высказывание о рамзане кадырове, а лишь разговаривал ""с очень уважаемым человеком"". при этом само сми настаивает на том, что это было именно интервью каналу.  депутат сообщил радиостанции, что в ходе разговора он признал, что действительно высказался в некорректной, грубой форме, которой мог оскорбить кадырова и других жителей чеченской республики, и за это приносит извинения. ""но по сути проблемы, которую я поднял, мое мнение не меняется. я по-прежнему считаю, что нельзя так огульно обвинять тех людей, кто не согласен с позицией власти в том, что они являются врагами народа. и от этой практики нам необходимо срочно уходить"", — сказал сенченко, добавив, что ему нужна некая пауза, чтобы понять, как дальше реагировать на сложившуюся ситуацию. в свою очередь первый замдиректора чгтрк ""грозный"" артур арсанукаев сообщил риа новости, что сенченко неоднократно принес извинения главе чеченской республики именно в интервью журналисту телеканала, которое было организовано в четверг вечером. ""сейчас мы готовим в эфир развернутую версию вчерашнего интервью сенченко телеканалу с вопросами и ответами для того, чтобы другие информационные ресурсы тоже могли убедиться в том, что из контекста (ничего) вырвано не было. в ближайшие час-два мы выложим это интервью на нашем сайте и в эфире телеканала ""грозный"", — сказал арсанукаев. он подчеркнул, что ему не понятна позиция сенченко, и сообщил, что телеканал готов представить материал для соответствующей экспертизы, если после появления в эфире развернутой версии интервью у сенченко или журналистов останутся сомнения в его подлинности.",society,красноярский депутат отрицает интервью с извинениями перед кадыровым
770,"власти крыма проводят работу по подготовке энергосистемы республики к очередной волне похолодания, которая выпадает на крещенье, сказал риа новости вице-премьер республики крым михаил шеремет. по данным крымского управления по гидрометеорологии и мониторингу окружающей среды, с 16 по 19 января в крыму на выходные ожидается усиление ветра до 15-20 м/с; 18-19 января сильный дождь перейдет в снег. с 19 января в крыму резко похолодает: днем температура воздуха понизятся до минус 1-6 градусов по цельсию, ночью до минус 3-8 градусов. в степной части крыма возможны более сильные морозы. на прошедшей неделе в крыму стояла необычно теплая погода (+14-15 градусов).  все дизельгенераторные установки (дгу), которые должны обеспечить социальные объекты энергией на период веерных отключений, уже подсоединены к объектам, среди которых школы, котельные и детсады, сказал вице-премьер. среди проблем шеремет отметил низкое качество дизельного топлива, которое используется для дгу и мгтэс, а также организационные вопросы. в случае, если котельные школы или детсады не обеспечены резервом, они должны быть надежно запитаны от обычной сети, отметил шеремет. по информации оперативного штаба по ликвидации чс, озвученной в пятницу из 538 школ установками обеспечено 523, при этом 27 установок на пятницу находятся в нерабочем состоянии из-за поломок. из более чем 500 детсадов резервными установками обеспечено 138. во многих из них сокращен рабочий день (до 13 часов дня) из-за невозможности приготовить детям горячую пищу. по информации штаба, на утро пятницы суммарная генерация на полуострове составила 938 мегаватт, из них переток по линии краснодар – крым составил 431 мегаватт. существенную прибавку мощности (до 100 мегаватт) в солнечные дни дает альтернативная энергетика. потребление энергии в холода в крыму вырастает примерно на 20-25%, в этом случае графики аварийных отключений регионов корректируются. подробнее о новостях крыма — на crimea.ria.ru>>>",society,крым готовит энергосистему полуострова к крещенским морозам
771,"аэропорт ростова-на-дону, приостановивший прием и отправку воздушных судов в пятницу утром из-за снегопада, возобновил работу в штатном режиме, сообщила риа новости пресс-секретарь оао ""аэропорт ростов-на-дону"" ольга ладейщикова. в пятницу утром из-за ливневого снегопада и необходимости расчистки взлетно-посадочной полосы аэропорт ростова-на-дону был закрыт. задерживалось три рейса. из них два рейса на вылет в москву, еще один самолет из еревана приземлился на запасном аэродроме в минеральных водах. ""в настоящее время расчистка снега закончена. аэропорт работает в штатном режиме"", — сказала собеседница агентства. она добавила, что наряду с тремя ранее задержавшимися рейсами с небольшим опозданием вылетят еще три рейса. со вторника из-за прохождения теплых атмосферных фронтов и ослабления морозов в ростове-на-дону начались туманы. в результате аэропорт в дневное время в течение двух суток был вынужден принимать и отправлять воздушные суда по фактической погоде. за это время задержаны были несколько десятков рейсов. в пятницу температура воздуха в ростове сменилась на минусовую, начался снегопад.",society,аэропорт ростова-на-дону возобновил работу в штатном режиме
772,"дни открытых дверей, во время которых в мечетях можно будет послушать лекции об исламе и полюбоваться на внутреннее убранство, в ближайшие два месяца пройдут в москве и чувашии, сообщил риа новости заместитель председателя комиссии общественной палаты по гармонизации межнациональных и межрелигиозных отношений и автор инициативы альбир крганов. ""подобный проект может стать важным шагом на пути консолидации общества. человек любой веры сможет прийти в мечеть, полюбоваться внутренним убранством, послушать лекции об исламе, поговорить с имамами. такие мероприятия дадут людям возможность ближе познакомиться с нашей культурой и гостеприимством"", — рассказал он. подобная инициатива, по словам муфтия, также поможет в борьбе со стереотипами о ""враждебности"" мировых религий. ""это поможет противостоять экстремистам и различным провокаторам, которые пытаются навязать нам дискурс о существовании каких-то ""радикальных форм"" веры и ""фундаментализма"", допускающих насилие, агрессию или иные формы нетерпимости"", — заключил крганов.",society,член оп: мечети в москве и чувашии проведут  дни открытых дверей
773,"приставы в москве начали предупреждать должников по административным штрафам и алиментам о том, что им ограничат право вождения в случае неоплаты долга в пятидневный срок, сообщило столичное управление фссп россии. по данным управления, столичные судебные приставы в пятницу посетили более 20 должников по административным штрафам и алиментам и предупредили их, что если в течение 5 дней долг не будет погашен в полном объеме, к ним применят временное ограничение водительских прав.  управление федеральной службы судебных приставов по москве рекомендует оплачивать долги в установленные законом сроки. каждый желающий может узнать о наличии или отсутствии возбужденных исполнительных производств с помощью интернет-ресурса ""банк данных исполнительных производств"" на сайте ведомства или с помощью мобильного приложения фссп. сервисы также позволяют оплатить задолженность в режиме онлайн через электронные платежные системы.",society,приставы предупредили о возможном ограничении права вождения за долги
774,"разработка вакцины против лихорадки эбола заняла чуть более года, на создание лечебного препарата понадобится примерно такое же время, сообщил журналистам директор федерального научно-исследовательского центра эпидемиологии и микробиологии имени почетного академика н.ф. гамалеи александр гинцбург. ранее президент рф владимир путин сообщил, что россия зарегистрировала лекарство от лихорадки эбола, которое показывает более высокую эффективность, чем мировые аналоги. ""где-то порядка 15 месяцев тому назад институт получил госзадание на разработку препарата против вируса, вызывающего лихорадку эбола. получил госзадание на разработку профилактического препарата, то есть вакцины… и на разработку лечебного препарата, терапевтического, который в настоящее время находится в разработке"", — сообщил гинцбург, отметив, что надеется на результат через год-полтора. глава минздрава рф вероника скворцова в свою очередь отметила, что исследования велись совместно с министерством обороны рф. ""это исследование, направленное на конкретную задачу, продолжалось около полутора лет. но фактически оно легло на тот массив исследований, которые данный центр исследовательский проводил в течение последних двух десятилетий"", — добавила она. вспышка лихорадки эбола была зафиксирована в феврале 2014 года в гвинее, затем вирус распространился на соседние сьерра-леоне и либерию. всего с начала эпидемии в трех этих странах от болезни скончались более 11 тысяч человек, еще более 28 тысяч — заразились опасным вирусом.",society,гинцбург: работа над препаратом от эболы займет более года
775,"глава федеральной антимонопольной службы игорь артемьев направил письмо премьер-министру рф дмитрию медведеву, в котором предложил отменить обязательное проведение клинических исследований в россии для импортных лекарств, зарегистрированных в сша и ес, говорится в письме, которое имеется в распоряжении риа новости. вместо этого артемьев предлагает рассматривать клинические исследования, которые зарегистрированы в управлении по контролю качества пищевых продуктов и лекарственных препаратов сша (fda) и в европейском медицинском агентстве (ema). по его словам, репутация этих организаций позволяет подтвердить качество и безопасность лекарств.  по мнению артемьева, это нарушает принцип равенства при выводе лекарств на этапе их государственной регистрации. более того, это требование снижает доступность препаратов для российских пациентов. артемьев в письме приводит пример, что в некоторых странах для регистрации лекарств достаточно проведения исследования, которые проведены в соответствии с международным стандартом надлежащей клинической практики (gcp). а место их проведения не имеет никакого значения. предложения фас об отмене обязательных исследований в рф не усложнят саму процедуру и не увеличат ее сроков, утверждает артемьев. ""законодательством рф установлены достаточные сроки: 160 дней на процедуру государственной регистрации лекарственных препаратов, из них 110 дней — на экспертизу отчетов о клинических исследованиях. указанного периода — 110 дней, экспертному учреждению достаточно для проведения экспертизы отчетов о клинических исследованиях препаратов, зарегистрированных в fda и ema"", — утверждает артемьев в письме медведеву.",society,фас предложила отменить обязательные исследования зарубежных лекарств
776,"гидрометцентр россии предупреждает жителей центрального федерального округа  о приближающемся циклоне, который принесет снег, сильный ветер и гололед.  ",society,гидрометцентр предупредил о приближении в цфо нового снежного циклона
777,"все испытания российской вакцины против лихорадки эбола в гвинее будут идти с участием наблюдателей оон и воз, сообщила журналистам глава минздрава рф вероника скворцова. ",society,скворцова рассказала о дальнейших испытаниях вакцины против эболы
778,"губернатор кемеровской области аман тулеев обратился к руководству мвд россии с просьбой для усиления мер безопасности увеличить численность кузбасской полиции, в первую очередь участковых уполномоченных, сообщила пресс-служба облправительства. вопросы обеспечения правопорядка в регионе обсуждались в пятницу на расширенной коллегии гумвд россии по кемеровской области, которую посетил начальник договорно-правового департамента мвд рф александр авдейко. по данным губернатора, до реформы мвд в 2011 году в кузбассе было более 18 тысяч сотрудников, а сейчас – около 15 тысяч. ""к примеру, количество участковых уменьшилось почти на 11%. а ведь именно участковый всегда был в курсе всех событий и проблем каждого двора, каждого дома, каждой семьи, знал всех в лицо. и если во дворе, в доме вдруг появлялись какие-то незнакомые, подозрительные люди, он немедленно реагировал, разбирался, сообщал"", — процитировали губернатора в пресс-службе правительства. тулеев отметил, что для обеспечения безопасности кузбассовцев в регионе возродили добровольные народные дружины, также к охране правопорядка привлекается казачество. в целом в своем выступлении губернатор отметил, что в результате совместной работы правоохранителей и общественников в кузбассе в 2015 году уменьшилось количество уголовных преступлений по сравнению с 2014 годом. в частности, снизилось количество убийств (более чем на 15%), разбоев (на 33,5%), грабежей (почти на 10%). аман тулеев известен своим неординарным подходом к управлению регионом и необычными инициативами, такими как выдача угля похудевшим кузбассовцам, а чиновникам, которые плохо ведут работу по сбору налогов, — мыла с запахом ""хрустящего рубля"". в 2015 году губернатор также обращался в правительство страны с просьбой вмешаться в ситуацию с ценами на бензин, а накануне новогодних праздников призвал остановить работу шахт и угольных разрезов в целях обеспечения безопасности.",society,губернатор кузбасса попросил мвд увеличить число участковых в регионе
779,"годовалый мальчик матвей, который получил сильнейшие ожоги в результате инцидента в роддоме тулы, пожив в гостевой семье в течение новогодних праздников, стал выглядеть и чувствовать себя гораздо лучше, рассказал уполномоченный по правам ребенка в рф павел астахов. несчастный случай, получивший большой общественный резонанс, произошел в родильном доме №1 тулы в ноябре 2014 года. во время сеанса фототерапии в палате новорожденных загорелась лампа, огонь перекинулся на детские кровати, в которых лежали два младенца. в результате мальчик матвей получил ожог 75% поверхности тела, а девочка — 10%.матвея на специальном транспорте перевезли на лечение в москву, в детскую городскую клиническую больницу №9 имени г.н. сперанского. весной 2015 года от матвея отказалась 19-летняя мать, и чиновники начали искать ему новую семью. ""матвей провел в гостевой семье новогодние праздники, а сейчас вернулся в больницу для дальнейшего лечения. за две недели, что я его не видел, малыш поправился, щечки появились, он развился социально и физически"", — рассказал в пятницу астахов журналистам. детский омбудсмен уточнил, что в больнице планируют провести ряд действий по дальнейшему лечению мальчика. ""ряд действий будет проведен, чтобы сформировать левую ладошку ему и чтобы коленный сустав правильно обработать"", — пояснил астахов. гостевая семья — форма помощи ребенку без оформления его постоянного проживания в семье. при такой форме опеки есть возможность брать ребенка на выходные, каникулы или в праздничные дни, что помогает ему выйти за рамки, созданные системой воспитательного учреждения.",society,"астахов: матвей из тулы, пожив в гостевой семье, чувствует себя лучше"
780,"россия не будет против сравнительного исследования российской и американской вакцин против лихорадки эбола, сообщила глава российского минздрава вероника скворцова. после вспышки болезни о разработке перспективных препаратов против нее сообщали производители в сша, японии и канаде. всемирная организация здравоохранения отметила, что лекарство должно быть официально зарегистрировано и протестировано, прежде чем начнется его массовое использование. ""в настоящее время проходит подобное исследование в гвинее с американской вакциной компании merck. если будет принято решение о том, чтобы мы включились в открытое сравнительное исследование: могли, соответственно, сопоставлять эффективность наших вакцин с эффективностью вакцины компании merck, мы тоже не будем против. потому что мы абсолютно уверены в том материале, который произвели"", — сообщила скворцова журналистам. вспышка лихорадки эбола была зафиксирована в феврале 2014 года в гвинее, затем вирус распространился на соседние сьерра-леоне и либерию. всего с начала эпидемии в трех этих странах от болезни скончались более 11 тысяч человек, еще более 28 тысяч — заразились опасным вирусом. ",society,скворцова: москва не против исследования вакцин против эболы рф и сша
781,"себестоимость одной дозы российской вакцины против лихорадки эбола составляет около 12-14 тысяч рублей, сообщил директор федерального научно-исследовательского центра эпидемиологии и микробиологии имени почетного академика н.ф. гамалеи александр гинцбург. ранее президент рф владимир путин сообщил, что россия зарегистрировала лекарство от лихорадки эбола, которое показывает более высокую эффективность, чем мировые аналоги. вспышка лихорадки эбола была зафиксирована в феврале 2014 года в гвинее, затем вирус распространился на соседние сьерра-леоне и либерию. всего с начала эпидемии в трех этих странах от болезни скончались более 11 тысяч человек, еще более 28 тысяч — заразились опасным вирусом. ",society,себестоимость дозы вакцины против эболы составляет до 14 тысяч рублей
782,"возможность продажи другим странам патента на производство вакцины против лихорадки эбола будет рассматриваться после обсуждения с воз, сообщила глава минздрава рф  вероника скворцова журналистам. ранее президент рф владимир путин сообщил, что россия зарегистрировала лекарство от лихорадки эбола, которое показывает более высокую эффективность, чем мировые аналоги. ""это будет решено после обсуждения со всемирной организацией здравоохранения и специальным комитетом по эболе, который создан при организации объединенных наций. мы готовы к любому сотрудничеству, но более открыто будем готовы после патентования"", — сказала скворцова, отвечая на вопрос о возможности продажи патента на производство вакцины другим странам. вспышка лихорадки эбола была зафиксирована в феврале 2014 года в гвинее, затем вирус распространился на соседние сьерра-леоне и либерию. всего с начала эпидемии в трех этих странах от болезни скончались более 11 тысяч человек, еще более 28 тысяч — заразились опасным вирусом. ",society,скворцова рассказала о патентовании российской вакцины против эболы
