,text,theme,title
179,"он отметил, что необходимо изучить и обсудить ситуацию, поскольку ""северная корея приучила нас к тому, что говорит одно и делает другое"". глава французской дипломатии также подчеркнул, что в любом случае нельзя идти ни на какие уступки пхеньяну, поскольку речь идет о ядерной безопасности. подробнее о ядерной программе кндр читайте в справке >>",world,фабиус обсудит ядерные испытания кндр с зарубежными коллегами
180,"апелляционный суд киева оставил в силе приговор экс-генералу мвд украины алексею пукачу, который был осужден за убийство журналиста георгия гонгадзе и приговорен к пожизненному заключению, передает в среду агентство униан. печерский районный суд киева 29 января 2013 года признал пукача виновным в смерти гонгадзе и приговорил его к пожизненному заключению. суд также взыскал с пукача 62,5 тысячи долларов в пользу семьи убитого журналиста. гонгадзе в апреле 2000 года основал интернет-издание ""украинская правда"", в котором резко критиковал политику бывшего президента украины леонида кучмы. несколько месяцев подряд гонгадзе сообщал генпрокуратуре об угрозах неизвестных в свой адрес. в сентябре того же года журналист пропал без вести, возвращаясь с работы домой. спустя две недели его обезглавленное тело нашли в таращанском лесу киевской области. несколько лет пукач скрывался от правоохранителей, но в 2009 году был арестован. в ходе следствия экс-глава департамента внешней разведки мвд признался, что собственноручно задушил журналиста по указанию тогдашнего министра внутренних дел юрия кравченко. суд в своем приговоре указал, что пукач совершил убийство, желая продвинуться по карьерной лестнице. упоминания о заказном характере убийства в приговоре не было.",world,сми: суд киева подтвердил приговор осужденному за убийство журналиста
181,"турция занимается шантажом по отношению к евросоюзу, прося финансирование на решение проблем с беженцами, заявила в интервью латвийской радиостанции baltkom депутат европарламента от латвии ивета григуле. по словам евродепутата, такие действия турецких властей загнали в угол весь евросоюз. ""турция занимается шантажом: дайте нам деньги и мы поможем беженцам, дайте нам деньги, мы их будем задерживать. таким образом, евросоюз поставлен в угол — если он не даст денег, турция пропустит сюда всех беженцев. турция прекрасно играет на этом"", — говорит григуле. ранее еврокомиссия одобрила так называемый фонд по делам беженцев в турции (refugee facility for turkey) размером 3 миллиарда евро, из которых сама ек даст лишь 0,5 миллиарда евро, а оставшиеся 2,5 миллиарда евро предстоит собрать странам-членам ес. на прошедшем саммите не были уточнены объемы и сроки внесения государствами этих денег. депутат европарламента считает, что еврокомиссия – это единственный орган в евросоюзе, который может улучшить положение, но этот орган с ситуацией не справляется. ",world,депутат еп считает шантажом запрос турцией финпомощи для беженцев
182,"по меньшей мере три человека погибли и еще несколько пострадали во время пожара на 14 фазе газового месторождения южный парс в иране, сообщает во вторник агентство irna со ссылкой на местные власти. губернатор города кенган аббас джамшиди (abbas jamshidi) сообщил, что пожар начался в понедельник в результате возгорания адгезионного покрытия, используемого в изоляции газовых труб. по его словам, смерть трех человек наступила в результате отравления дымом. пострадавшие были доставлены в городскую больницу, к настоящему моменту их уже выписали. южный парс — гигантское газовое месторождение, расположенное на шельфе центральной части персидского залива, в 100 километрах от иранского побережья. общие запасы газа составляют 12 триллионов кубометров. функционируют 25 фаз освоения этого месторождения.",world,во время пожара в иране погибли три человека
183,"полиция самопровозглашенной республики косово задержала двух мужчин в аэропорту приштины по подозрению в войне в сирии на стороне террористической группировки ""исламское государство"" (иг, запрещена в рф), сообщило косовское телевидение во вторник. ""два уроженца города гнилане: один 1992, другой 1997 года рождения задержаны в аэропорту приштины. они возвращались самолетом из стамбула. они подозреваются в том, что сражались в сирии на стороне ""исламского государства"", — сообщает телеканал ртк. полиция предполагает, что задержанные находились в сирии с января 2015 года. по данным правоохранительных органов косово, сейчас в автономный край из зоны вооруженного конфликта вернулись свыше 120 членов так называемого ""исламского государства"". ",world,сми: в косово задержали двух человек по подозрению в связях с иг
184,"решение о поставке газа в украинский город геническ было принято без всяких колебаний, сказал вице-премьер рф дмитрий козак в интервью телеканалу ""россия 24"".  ""второго числа мэр геническа позвонил руководителю ""черноморнефтегаза"" и попросил удовлетворить заявку газотранспортной компании геническа… было принято решение из гуманитарных соображений в исключительном порядке осуществить соответствующую поставку… решение было принято без всяких колебаний"", — сказал козак. во вторник глава крыма сергей аксенов заявил, что крымчане готовы поддержать население украины в сложный период, поэтому в геническ уже было поставлено около 14 тысяч кубометров газа. как заявлял глава ""черноморнефтегаза"" игорь шабанов, объем суточных поставок составит до 20 тысяч кубометров в зависимости от погоды и потребления.",world,козак: решение о поставке газа в геническ было принято без колебаний
185,"глава каталонии артур мас заявил, что готов объявить о досрочных парламентских выборах в добивающемся независимости регионе. артур мас является действующим президентом женералитата (правительства) каталонии и лидером либерально-националистической партии ""демократическая конвергенция каталонии"". альянс маса ""вместе за"" выиграл 62 места в 135-местном каталонском парламенте на выборах в сентябре. однако для формирования правительства альянсу требуется необходимая поддержка партии ""кандидатуры народного единства"" (cup), которая решила не поддерживать маса. предусмотренный процедурой срок для создания нового кабинета истекает 9 января. ""мы не можем делать новых предложений. мы этого (выборов) не хотим, но если нет альтернативы, мне придется это сделать"", — цитирует заявление маса агентство франс пресс. мас добавил, что объявит о новых выборах не ранее 11 января. ранее мас заявлял, что задачей нового парламента автономии станет создание каталонского государства.",world,глава каталонии готов объявить о досрочных выборах в регионе
186,"украина готова к защите своих интересов в ходе разбирательств по реструктуризации долга перед рф на 3 миллиарда долларов, заявили в пресс-службе министерства финансов украины. ""украина готова защищать себя от любых претензий, которые могут быть высказаны против нее, и уверена, что при любых обстоятельствах, она сделает это успешно"", — говорится в заявлении украинского минфина. евробонды украины, выкупленные россией в конце 2013 года за счет средств фнб, подлежали погашению 20 декабря. соответствующий платеж украина должна была совершить в рабочий день 21 декабря, однако деньги не были перечислены. согласно проспекту эмиссии облигаций, формально дефолт наступает по истечении льготного периода в 10 дней, то есть 31 декабря. украина должна была погасить последний купон на 75 миллионов долларов, а также выплатить всю сумму долга. минфин россии ранее сообщал, что обратился к компании ""the law debenture corporation plc"", в соответствии с эмиссионной документацией по облигациям выступающей в качестве доверителя кредитора, и инициировал процедуры, необходимые для незамедлительного начала судебного разбирательства с украиной. соответствующий иск будет подан в английский суд. киев полагает, что рф должна участвовать в реструктуризации этого долга на тех же основаниях, что частные держатели других облигаций страны. эти условия были согласованы с клубом кредиторов еще летом и подразумевают, помимо рассрочки, списание части задолженности. кроме того, киев ранее наложил мораторий на выплату долга перед рф. россия настаивает, что долг украины на 3 миллиарда долларов является суверенным, такую же позицию ранее официально высказал и международный валютный фонд, а значит, по правилам мвф, долг не может быть реструктурирован на тех же основаниях, что и задолженность перед частными кредиторами. рф предлагала рассрочку по выплате долга украины на три года. о структуре внешнего долга украины читайте в справке риа новости >>",world,"минфин украины: киев готов ""защищаться от претензий"" по долгу рф"
187,"президент россии владимир путин и президент финляндии саули ниинисте в телефонном разговоре обсудили график дальнейших контактов, говорится в сообщении пресс-службы кремля. ""лидеры тепло поздравили друг друга и передали наилучшие пожелания народам двух стран по случаю наступившего нового года. обсужден также график дальнейших личных контактов"", — говорится в сообщении.",world,президенты россии и финляндии обсудили график личных контактов
188,"все решения, принимаемые президентом украины петром порошенко, направлены на реализацию его собственных коммерческих интересов, а не на благо страны, считает экс-премьер украины николай азаров. он отмечает, что во время своей новогодней речи порошенко ""сетовал на то, что украинские солдаты в новогоднюю ночь мерзнут в окопах"". ""но какое ему дело до каких-то солдат, когда он всю страну превратил в свой доходный бизнес, и в силу этого пошел даже на запрет ввоза из россии шоколадных конфет и кондитерской продукции, — написал азаров на своей странице в facebook. — я помню, как все эти годы он без устали лоббировал завоз в россию своей продукции, в том числе карамели, которая по своим характеристикам была запрещена к ввозу в рф"".  политик также подчеркнул, что в своей речи порошенко не уделил внимания ни экономике страны, ни социальной защите граждан, а также не упомянул об уровне жизни населения. при этом, как отмечает азаров, украинский президент уделил особое внимание обвинениям в адрес россии.",world,азаров: украина превратилась в доходный бизнес порошенко
189,"иран продемонстрировал новую подземную базу ракетных установок, передает агентство tasnim, разместившее видеоотчет о посещении объекта спикером иранского парламента али лариджани.  ранее сообщалось, что иран провел успешное испытание таких ракет 11 октября. решение об испытаниях ракет было одобрено верховным лидером страны аятоллой али хаменеи в августе. агентство отмечает, что ранее с призывом возобновить ракетные испытания выступили депутаты меджлиса (иранского парламента). в конце декабря президент ирана хасан роухани приказал министерству обороны расширить ракетную программу в ответ на потенциальное расширение санкций со стороны сша.",world,иран продемонстрировал новую подземную базу баллистических ракет
190,"по меньшей мере, 81 мирный житель погиб в декабре в йемене, несмотря на действовавшее в регионе краткосрочное перемирие, заявил пресс-секретарь верховного комиссара оон по правам человека руперт колвилл. ""в течение декабря по меньше мере 62 мирных жителя, согласно ряду сообщений, были убиты в результате воздушных ударов, приписываемых силам коалиции (во главе с саудовской аравией — ред.)"", — цитирует колвилла агентство франс пресс. по его словам, 11 человек погибли в результате действий шиитских повстанцев хуситов и их союзных сил. какие силы ответственны за гибель еще восьми гражданских лиц, пока точно не установлено, отметил он. всего, по данным оон, с момента эскалации конфликта в йемене в марте прошлого года погибли по меньшей мере 2795 мирных граждан, 5324 получили ранения. власти йемена и мятежники-хуситы договорились объявить с 14 декабря перемирие сроком на неделю. впоследствии режим прекращения огня был продлен еще на неделю. все попытки установить полноценный перерыв в боевых действиях не увенчались успехом, и, по сообщениям сми, имели место значительные нарушения с обеих сторон. второго января арабская коалиция во главе с саудовской аравией объявила о прекращении перемирия. в йемене продолжается вооруженный конфликт, где с одной стороны выступают повстанцы-хуситы из шиитского движения ""ансар алла"" и лояльная экс-президенту али абдалле салеху часть армии, а с другой — войска изгнанного ими президента абд раббу мансура хади. коалиция арабских стран во главе с саудовской аравией выступила на стороне хади и с 26 марта наносит авиаудары по районам йемена, которые контролируют хуситы. в ответ на это хуситы не прекращают обстрелы приграничных с йеменом районов саудовской аравии.",world,оон: более 80 мирных граждан погибли в декабре в йемене
191,"петербург, 5 янв – риа новости. капитан сухогруза ""иван бобров"" задержан полицией дании до 15 января, у него выявлено превышение алкоголя в крови, сообщил риа новости заместитель гендиректора компании ""транс-нао шиппинг компани"" юрий рябков. в воскресенье рябков сообщил риа новости, что инцидент с опасным маневрированием ""ивана боброва"" в порту эльсинора в дании имел место 1 января. сухогруз был задержан. после этого членов экипажа судна направили на освидетельствование на алкоголь. ""капитан задержан до 15 января. результаты анализа крови, взятые у него, старшего помощника капитана и механика, выявили превышение содержания алкоголя только у капитана"", — сказал собеседник агентства. по его словам, 7 января будут заменены три члена экипажа судна, капитан, его старший помощник и механик, после чего ""иван бобров"" продолжит следование в ригу.",world,"капитан сухогруза ""иван бобров"" задержан полицией дании до 15 января"
192,"ранения при взрыве на газоперерабатывающем заводе (гпз) в алжире получили 17 человек, погибших, по новым данным, нет, передает алжирское государственное агентство aps со ссылкой на сотрудников гражданской обороны.  пострадавшие получили сильные ожоги, некоторые из них находятся в тяжелом состоянии.",world,"сми: по новым данным, погибших при взрыве на гпз в алжире нет"
193,"жители города геническа в херсонской области украины, в котором на фоне сильного похолодания возникли проблемы с газоснабжением, рассказали, что три дня мерзли в своих домах до того, как российская сторона после соответствующего обращения к ней помогла с поставками газа, и выражают благодарность за эту поддержку. из-за резкого похолодания южноукраинскому городу не хватило давления газа для работы отопительных приборов. ранее пресс-секретарь президента рф дмитрий песков сообщил, что от имени жителей геническа мэр города обратился к российской стороне с просьбой обеспечить поставки газа, чтобы не дать жителям города замерзнуть. по словам пескова, президент рф владимир путин рассмотрел это обращение и, исходя из гуманитарных соображений, поручил проработать вопрос о возможности обеспечения подобных поставок. накануне вице-премьер дмитрий козак сообщил, что газ из россии начал поступать в геническ. ""где-то три дня не было газа, мерзли, было холодно. и вот сегодня только у нас появился газ. как сказали, как пообещали крым, так газ и дали"", — заявил один из жителей города корреспонденту видеоагентства ruptly, которое входит в состав телеканала rt. отсутствие газа на протяжении трех дней подтвердил еще один опрошенный житель геническа. ""три дня не было газа. спасибо (президенту рф владимиру) путину, он пообещал и дал газ. а так сидели и замерзали бы без газа"", — сказал он.",world,"жители геническа рассказали, что три дня мерзли без газа"
194,"первый экипаж из 180 египетских моряков, которые будут проходить обучение на построенных для россии и проданных египту вертолетоносцах типа ""мистраль"", прибудет во францию во второй половине января, передает во вторник издание presse ocean. ""египетские моряки прибудут в порт (сен-назера) для прохождения обучения на этих двух внушительных вертолетоносцах, приобретенных египтом после отмены контракта купли-продажи с россией. их прибытие зависит от первой выплаты египетской стороной по контракту, подписанному между парижем и каиром. пока еще платеж не был осуществлен"", — говорится в материале издания. в свою очередь, депутат муниципального совета города сен-назер от партии ""национальный фронт"" жан-клод бланшар, в своем аккаунте в социальной сети facebook написал, что ""первая группа египетских моряков прибудет в сен-назер после первой выплаты в размере 475 миллионов евро"". ""надеемся, что они (египетские моряки) оставят о себе такие же хорошие воспоминания, как российские моряки"", — пишет политик. контракт на поставку двух вертолетоносцев типа ""мистраль"" стоимостью 1,2 миллиарда евро был заключен между французской dcns/stx и рособоронэкспортом в 2011 году. франция должна была передать первый корабль ""владивосток"" в ноябре прошлого года, но из-за событий на украине и введения санкций против россии этого так и не произошло. в начале августа москва и париж приняли решение о прекращении действия контракта на строительство и поставку двух кораблей-доков типа ""мистраль"". франция после возврата российского оборудования, установленного на ""мистрали"", сможет распоряжаться вертолетоносцами. ранее сообщалось, что президент франции франсуа олланд достиг соглашения со своим египетским коллегой абделем-фаттахом ас-сиси по условиям продажи двух предназначавшихся для россии вертолетоносцев типа ""мистраль"". в итоге париж смог продать два корабля египту, контракт был подписан 10 октября. ожидается, что в египет корабли прибудут летом 2016 года.",world,"сми: египетские моряки в январе начнут обучение на ""мистралях"""
195,"возникшие разногласия между государствами персидского залива должны быть преодолены посредством диалога, заявил во вторник глава мид рф сергей лавров в телефонном разговоре с министром иностранных дел индонезии ретно марсуди. ""стороны обменялись мнениями о путях деэскалации возникшей в последние дни напряженности в зоне персидского залива. выражена убежденность в том, что имеющиеся разногласия должны быть преодолены посредством диалога. ретно марсуди подчеркнула, что индонезия как крупнейшее мусульманское государство заинтересована в сотрудничестве с российской федерацией с целью недопущения раскола в исламском мире"", — говорится в сообщении мид. разговор состоялся по инициативе мид индонезии. в воскресенье глава мид саудовской аравии адиль аль-джубейр заявил о разрыве дипотношений с ираном из-за его ""откровенного вмешательства во внутренние дела королевства, вражеских действий в регионе и нападения на посольство королевства в тегеране и консульство в городе мешхед"". инциденты произошли в субботу в рамках акций протеста против решения саудовской аравии казнить известного шиитского проповедника нимра ан-нимра. вслед за саудовской аравией полностью дипотношения с ираном разорвали бахрейн и судан, оаэ объявили о понижении до уровня поверенных в делах. кувейт также принял решение отозвать своего посла в тегеране на фоне нападений на саудовские представительства, однако не понизил и не разорвал полностью дипотношения со страной.",world,лавров: разногласия в зоне персидского залива надо решать мирным путем
196,"шахтеры самопровозглашенной донецкой народной республики добыли в прошлом году более 9 миллионов тонн угля и перевыполнили план почти на 30%, сообщили во вторник в пресс-службе министерства угля и энергетики днр. ранее в минугля и энергетики днр сообщали, что из-за разрушений, полученных при обстрелах со стороны украинских силовиков, в республике не работает половина шахт. ""всего за 2015 год угледобывающие предприятия республики всех форм собственности добыли 9,03 миллиона тонн угля, что составило 127,6% выполнения плана, дополнительно к установленному заданию поднято 1,951 миллиона тонн топлива"", — сказали в министерстве. власти украины из-за конфликта в донбассе потеряли большинство шахт. на неподконтрольной киеву территории остались самые прибыльные шахты, а предприятия, оставшиеся под контролем властей украины, добывают нерентабельный газовый уголь. доставка угля из зоны военной операции осложнена из-за разрушенной инфраструктуры, в частности, из-за повреждения взрывами железной дороги власти украины в апреле 2014 года начали военную операцию против самопровозглашенных лнр и днр. по последним данным оон, жертвами конфликта стали более 8 тысяч человек. с 1 сентября в донбассе вступило в силу очередное перемирие. в конце сентября было подписано соглашение об отводе вооружений калибром менее 100 миллиметров и танков от линии соприкосновения. этот процесс завершился 12 ноября. ",world,горняки днр перевыполнили план по добыче угля почти на 30% в 2015 году
197,"вопрос о доставке на родину тел россиянок, погибших в ходе поездки транзитом через польшу, будет решаться после получения результатов вскрытия, сообщила риа новости пресс-секретарь посольства рф в варшаве валерия пержинская.  она отметила, что вопросами доставки тел погибших будет заниматься консульский отдел посольства рф в польше.",world,посольство в варшаве ждет результатов вскрытия тел погибших россиянок
198,"мужчина пострадал при взрыве прицепа, который произошел на центральном рынке в харькове, сообщает пресс-служба государственной службы по чрезвычайным ситуациям украины во вторник. ""в службу спасения поступило сообщение о взрыве газа в полуприцепе трейлера с овощами, который был размещен на территории оптовой площадки центрального рынка города харькова"", — говорится в сообщении. в результате взрыва пострадал мужчина, он был направлен в одну из больниц города. спасатели отметили, что в металлическом полуприцепе хранились овощи, а для их обогрева использовался газовый баллон, его протекание и вызвало взрыв.",world,прицеп взорвался на центральном рынке харькова
199,"луганская областная военно-гражданская администрация украины заявила во вторник, что водоснабжение подконтрольных ополченцам донбасса территорий возобновлено. в понедельник губернатор луганской области украины георгий тука сообщил, что в области поврежден водовод, по которому подается вода в подконтрольные ополченцам территории. по данным луганской военно-гражданской администрации украины, поврежденный водопровод планировали починить к утру вторника. как заявили во вторник риа новости в госпредприятия ""лугансквода"", город кировск в самопровозглашенной лнр и близлежащие населенные пункты по-прежнему остаются без воды. как отметили в ведомстве, водоснабжение осуществляется с западной фильтровальной станции и петровского водозабора, расположенных на подконтрольной киеву территории. власти украины в апреле 2014 года начали военную операцию против самопровозглашенных лнр и днр. по последним данным оон, жертвами конфликта стали более 8 тысяч человек. с 1 сентября в донбассе вступило в силу очередное перемирие. в конце сентября было подписано соглашение об отводе вооружений калибром менее 100 миллиметров и танков от линии соприкосновения. этот процесс завершился 12 ноября. ",world,власти луганской области заявили о возобновлении водоснабжения лнр
200,"неизвестные люди на заминированном автомобиле пытались атаковать кортеж губернатора провинции аден на юге йемена айдаруса аз-зубейди, политик остался жив, передает телеканал sky news arabia. как сообщил телеканал на своей странице в twitter, инцидент произошел близ города инма в окрестностях адена. вместе с аз-зубейди ехали также губернатор провинции лахдж и военные командиры. по предварительным данным, никто из них не пострадал. в начале декабря 2015 года при атаке террориста-смертника погиб другой губернатор адена джафар саад. при взрыве также погибли шесть его телохранителей, несколько человек получили ранения. ответственность за теракт взяла на себя террористическая организация ""исламское государство"" (иг, запрещена в рф). аден был освобожден от повстанцев-хуситов и сторонников экс-президента али абдаллы салеха в июле 2015 года. ранее сообщалось, что власти адена, где в настоящее время заседает правительство страны, приняли решение ввести комендантский час после столкновений правительственных сил с неизвестными боевиками в местном порту муалла. на юге йемена действуют боевики террористических группировок ""аль-каида на аравийском полуострове"" и ""исламского государства"". также происходят столкновения правительственных сил с боевиками ""южного движения"", выступающего с 2007 года за независимость южных провинций йемена. в йемене продолжается вооруженный конфликт, где с одной стороны выступают повстанцы-хуситы из шиитского движения ""ансар алла"" и лояльная экс-президенту али абдалле салеху часть армии, а с другой — войска изгнанного ими президента абд раббу мансура хади, которых на земле и с воздуха поддерживают силы арабской коалиции во главе с саудовской аравией.",world,тв: на губернатора йеменского адена совершено покушение
201,"шиитское движение ""хезболлах"" взяло ответственность за атаку на израильский военный патруль вблизи ливано-израильской границы. ""группировка ""мученик кунтар"" (активист, ответственность за гибель которого движение возлагает на израиль — ред.) подорвала взрывное устройство на дороге в оккупированном израилем ливанском районе шеба, в результате чего взорвался автомобиль марки hummer, и пострадали находившиеся в нем"", — приводит телеканал ""аль-манар"" заявление ""хезболлах"". как сообщила ранее риа новости сотрудница израильской армейской пресс-службы, на пути следования военного автомобиля на границе с ливаном сработало взрывное устройство, на что армия израиля ответила огнем артиллерии по территории соседнего государства. данных о пострадавших среди израильских военных сотрудница пресс-службы предоставить не смогла. ливанский источник в свою очередь сообщил агентству sputnik, что порядка 50 снарядов упали на территории военной базы и населенных пунктов в южных районах ливана, есть данные о раненых среди мирных жителей. обмен артиллерийским огнем стал фиксироваться на ливано-израильской границе после гибели в результате авиаудара близ дамаска известного активиста ливанского движения ""хезболлах"" самира кунтара. ответственность за его ликвидацию ""хезболлах"" возложила на израиль, где в свою очередь не стали комментировать возможную причастность к авианалету.",world,"""хезболлах"" взяло ответственность за атаку на израильский патруль"
